video_path,actual_volume (ml),min,max,mean,std,median,SEM,CV,diameter (cm),zoom
videos/1x/1.0-0ml.mov,0,0.0493515789049321,0.1489024872614801,0.09826166192118595,0.031996193841265425,0.08356570044026196,0.0026124782874093985,32.56223558169517,1.0,1x
videos/1x/1.0-1ml.mov,1,1.1160739282055014,1.280591417054564,1.249909754291313,0.017068258704727682,1.2525492700179683,0.001393617487480005,1.365559285070563,1.0,1x
videos/1x/1.0-2ml.mov,2,1.9297671755378096,2.0435740133112423,1.9797436639893229,0.013832297458622037,1.9820594798661204,0.0011294023581340166,0.6986913361676825,1.0,1x
videos/1x/1.0-3ml.mov,3,2.641292849648804,2.9166058683808886,2.677510518355694,0.031115119229501696,2.6718715684544128,0.0025405388466046676,1.1620913910960107,1.0,1x
videos/1x/1.25-0ml.mov,0,0.0408940718495022,0.3160511422757334,0.2643359070308861,0.043930280273404156,0.27318604101593347,0.003586892364243122,16.619111934827362,1.25,1x
videos/1x/1.25-1ml.mov,1,0.8319027707377391,1.118697104232986,1.0390617152436923,0.06086745372170583,1.050815206718772,0.00496980678535494,5.85792478240145,1.25,1x
videos/1x/1.25-2ml.mov,2,1.8427634140643232,2.0645459400997925,1.9801062110234353,0.037765062854966086,1.9801733418229897,0.003083504469960048,1.9072240996328618,1.25,1x
videos/1x/1.25-3ml.mov,3,3.129095827973594,3.3098554640412856,3.1860099974271736,0.026934914663076997,3.18165948661033,0.002199226572998244,0.8454121200130565,1.25,1x
videos/1x/1.25-4ml.mov,4,3.790077876808805,4.0847378988277345,3.97857759904879,0.035776934294918065,3.9810330543066836,0.0029211744527876506,0.8992393237088481,1.25,1x
videos/1x/1.25-5ml.mov,5,4.4392891750951025,4.859487230348932,4.662612497122973,0.04264946880422568,4.661555916288142,0.003482314545703398,0.9147118451413706,1.25,1x
videos/1x/2.0-0ml.mov,0,0.1944939673316731,1.0326066758977477,0.7124290936633081,0.11990959561571135,0.7207058436337963,0.009790577484065456,16.831091919497084,2.0,1x
videos/1x/2.0-5ml.mov,5,4.399862086084798,5.512159136566296,5.278267031369071,0.17062329207402444,5.305358586893451,0.013931333460507372,3.232562715376079,2.0,1x
videos/1x/2.0-10ml.mov,10,11.226924316616724,11.696927183020213,11.424607195055474,0.10911863403749314,11.407663398504884,0.008909499160711693,0.9551193504903981,2.0,1x
videos/1x/2.0-15ml.mov,15,15.27592311412812,15.863848115208146,15.555108987858105,0.0976294519534765,15.561987225229887,0.007971411371786127,0.6276359235392268,2.0,1x
videos/1x/2.0-20ml.mov,20,18.569311343062147,20.638928176081645,19.227925470187074,0.7665688334851577,18.80132606693214,0.06259008315863866,3.986747476599718,2.0,1x
videos/3x/1.0-0ml.mov,0,0.0995557832295077,0.1411240737441976,0.1253169875341501,0.007423342554678237,0.12719419273001858,0.0006061133814950072,5.923652252377439,1.0,3x
videos/3x/1.0-1ml.mov,1,1.196403225490077,1.2567971335463772,1.2287086439493335,0.010709857609887593,1.2288841578497696,0.0008744562120696008,0.8716352458841512,1.0,3x
videos/3x/1.0-2ml.mov,2,2.243335377516809,2.3047772070181036,2.271278567537351,0.013194717803766265,2.269025954119545,0.001077344197308135,0.5809378907701633,1.0,3x
videos/3x/1.0-3ml.mov,3,2.8990921280463193,3.0123394706409594,2.9238115272817504,0.0140888402052189,2.9216792049125253,0.0011503489856798314,0.4818655400239566,1.0,3x
videos/3x/1.25-0ml.mov,0,0.091194431528771,0.1772110768390154,0.15318669465589424,0.014229527537341387,0.1557764172239337,0.0011618360582456167,9.289010099281407,1.25,3x
videos/3x/1.25-1ml.mov,1,1.345929316333491,1.5160414418736643,1.4484867074254497,0.029715476361007104,1.4415938605882572,0.002426258484940097,2.0514842289318347,1.25,3x
videos/3x/1.25-2ml.mov,2,2.3897409332714346,2.4762517563975193,2.4476218709802002,0.01770597918617246,2.4527485118154946,0.0014456871467487295,0.7233952023431519,1.25,3x
videos/3x/1.25-3ml.mov,3,3.4054471708979936,3.4928599981214092,3.455736415199003,0.016538971059830297,3.458319193485583,0.0013504013322414047,0.4785946922076774,1.25,3x
videos/3x/1.25-4ml.mov,4,4.2789871553983545,4.36732993816807,4.31381674807448,0.019632484347283253,4.309494128163615,0.0016029856344673876,0.45510705469921575,1.25,3x
videos/3x/1.25-5ml.mov,5,4.778476210132958,4.9192729588800255,4.816719113027105,0.024870954092778442,4.81313244929493,0.0020307048981164032,0.5163463658388021,1.25,3x
videos/3x/2.0-0ml.mov,0,0.2578192264399691,1.7786100978350865,1.1807199404481912,0.37322855170239216,1.281849813564687,0.030473983636961022,31.61025226360773,2.0,3x
videos/3x/2.0-5ml.mov,5,5.420592969350284,5.978907500244031,5.782240890733338,0.10044651110475825,5.794103148943545,0.008201423288315397,1.7371554212785318,2.0,3x
videos/3x/2.0-10ml.mov,10,11.087894068001916,11.556790583272296,11.376015334499733,0.09989901504142863,11.383728049187482,0.008156720421937396,0.8781547150210636,2.0,3x
videos/3x/2.0-15ml.mov,15,16.47180003231124,17.470617737933605,17.00123091071216,0.20867416907904282,17.062052967039723,0.017038174558097266,1.2274062400244274,2.0,3x
videos/3x/2.0-20ml.mov,20,19.677720462902087,20.27222748126264,19.88526173161743,0.10729875592372695,19.868957765435255,0.008760906734952164,0.5395893570418672,2.0,3x
